Data,Pressao,Temperatura,Umidade
2010-12-30,1007.7,26.9,74,
2010-12-31,1008.5,27.3,67.8,
2011-01-01,1008.8,27.4,69.8,
2011-01-02,1008,27.6,69,
2011-01-03,1008.6,27.1,72.2,
2011-01-04,1009.3,26.2,81.5,
2011-01-05,1010.5,26.5,76.9,
2011-01-06,1009.7,26.6,75.9,
2011-01-07,1009.6,27,70.7,
2011-01-08,1009.4,27.1,70,
2011-01-09,1009.2,26.8,72.6,
2011-01-10,1009.2,26.7,77.1,
2011-01-11,1010.1,26.8,78,
2011-01-12,1010.8,27.9,75,
2011-01-13,1010.6,27.7,71,
2011-01-14,1009.4,26.6,71.4,
2011-01-15,1008.6,26.1,77.3,
2011-01-16,1009.3,26.7,73.4,
2011-01-17,1010.2,26.9,72.9,
2011-01-18,1009.5,26.8,71.2,
2011-01-19,1007.9,26.7,75.6,
2011-01-20,1007.2,26.8,75.3,
2011-01-21,1007.2,24.9,86.7,
2011-01-22,1008,24.9,86.3,
2011-01-23,1009.1,24.5,88.9,
2011-01-24,1009.1,24.8,87.5,
2011-01-25,1010,25.3,83.2,
2011-01-26,1010.5,25.9,80.2,
2011-01-27,1010.2,26.6,80.4,
2011-01-28,1010.8,26.2,79,
2011-01-29,1012.2,26,80.4,
2011-01-30,1012.2,26.8,78.9,
2011-01-31,1011.3,26.8,78.3,
2011-02-01,1011.3,27,76.9,
2011-02-02,1011.3,27.2,75,
2011-02-03,1010.6,26.3,78.9,
2011-02-04,1009.8,27.3,73.1,
2011-02-05,1009.5,27.1,72.9,
2011-02-06,1010.3,27.4,72.3,
2011-02-07,1011.1,28,67.9,
2011-02-08,1011.5,27.6,69,
2011-02-09,1010.6,27.1,74.9,
2011-02-10,1009.8,27.6,73.6,
2011-02-11,1010.7,27.7,72.8,
2011-02-12,1011.1,27.6,73.5,
2011-02-13,1011.2,25.5,85.8,
2011-02-14,1011.1,25.7,83.4,
2011-02-15,1010,27.2,75.7,
2011-02-16,1010.2,26.2,78,
2011-02-17,1010.6,25.8,77.8,
2011-02-18,1009.9,26.5,77.2,
2011-02-19,1008.9,27,77.1,
2011-02-20,1011.1,23.9,91.8,
2011-02-21,1012,25.5,86.8,
2011-02-22,1011.3,26.6,82.6,
2011-02-23,1009,27.3,78.3,
2011-02-24,1008.5,27,78.7,
2011-02-25,1009.1,27.1,80.7,
2011-02-26,1009,26.9,79.3,
2011-02-27,1008.7,25,87,
2011-02-28,1008.4,25.6,77.9,
2011-03-01,1008.6,25.7,80.3,
2011-03-02,1009.2,27.1,74.5
2011-03-03,1009.4,26.5,79.5,
2011-03-04,1009.1,27.1,78.5,
2011-03-05,1009.4,25.5,88.1,
2011-03-06,1009.2,26.2,81.3,
2011-03-07,1009.3,27.2,80.3,
2011-03-08,1009.8,26.9,81.2,
2011-03-09,1009.2,27.4,78.5,
2011-03-10,1008.6,27.4,80.8,
2011-03-11,1009.4,27.5,77.5
2011-03-12,1009.2,27.9,69.6,
2011-03-13,1008.4,26.7,73.5,
2011-03-14,1009.5,26.7,76.3,
2011-03-15,1011.1,26.7,79.6,
2011-03-16,1011.3,27.3,76.6,
2011-03-17,1010,26.8,77.8,
2011-03-18,1010,26.8,74.6,
2011-03-19,1009.8,26.3,75.8,
2011-03-20,1009.1,26.5,79.4,
2011-03-21,1008,27,79.4,
2011-03-22,1008.8,26.6,76.7,
2011-03-23,1009.7,27,76,
2011-03-24,1010.6,26.3,84,
2011-03-25,1010.4,27.2,78,
2011-03-26,1009.4,27.4,77.5
2011-03-27,1010.2,26.9,81.7,
2011-03-28,1011.4,27,81.2,
2011-03-29,1011.6,null,82.2,
2011-03-30,1011.1,26.5,82.7,
2011-03-31,1010.6,26.9,81.7,
2011-04-01,1010.5,27.2,79.3,
2011-04-02,1010.3,28.2,76.3,
2011-04-03,1010,27,79.7,
2011-04-04,1010,26.4,85.9,
2011-04-05,1010.4,26.9,83.1,
2011-04-06,1010.4,27.1,77,
2011-04-07,1010.2,26.7,79,
2011-04-08,1010.5,24.9,95.6,
2011-04-09,1011.7,24.2,97.4,
2011-04-10,1011.5,24.9,92.2,
2011-04-11,1010.5,25.3,90,
2011-04-12,1009.4,24.5,94.3,
2011-04-13,1009.6,26.2,83.2,
2011-04-14,1009.6,26.3,82.3,
2011-04-15,1009.6,25.8,85,
2011-04-16,1009.3,26.1,81.2,
2011-04-17,1009.9,24.5,90.3,
2011-04-18,1011.1,25.4,87.3,
2011-04-19,1011.8,23.8,92.9,
2011-04-20,1010.3,24.2,95.7,
2011-04-21,1010.5,24.3,96.8,
2011-04-22,1009.8,25.6,89,
2011-04-23,1009.7,26.3,84.2,
2011-04-24,1009.8,25.8,84.8,
2011-04-25,1010,25.6,84.3,
2011-04-26,1010.6,25.9,81.6,
2011-04-27,1010.5,25.6,81.9,
2011-04-28,1009.5,26.3,83.6,
2011-04-29,1009.9,26.1,85.3,
2011-04-30,1009.5,25.4,90.8,
2011-05-01,1010,25,91,
2011-05-02,1010.5,24.9,96.3,
2011-05-03,1011,25.3,98.1,
2011-05-04,1010.9,25.2,98,
2011-05-05,1011,26.4,93.3,
2011-05-06,1011.1,26.3,90.6,
2011-05-07,1011.8,24.8,92.3,
2011-05-08,1011.3,24.4,92.9,
2011-05-09,1010.3,24.5,95.4,
2011-05-10,1010.1,24.8,95.8,
2011-05-11,1011,25.6,90.3,
2011-05-12,1010.1,24.7,87,
2011-05-13,1009.1,24.9,85.9,
2011-05-14,1010,24.4,93.8,
2011-05-15,1010.3,24.4,94.2,
2011-05-16,1009.5,24.8,93.1,
2011-05-17,1010.3,26.1,90.3,
2011-05-18,1010.8,25.7,92,
2011-05-19,1011.4,24.7,96.2,
2011-05-20,1013.2,25.4,87.7,
2011-05-21,1013.8,25.8,79.1,
2011-05-22,1012.4,25.6,84.5,
2011-05-23,1012.4,24.9,92.5,
2011-05-24,1012.7,25.7,90.6,
2011-05-25,1013.4,25.6,92,
2011-05-26,1013.8,25.3,87.1,
2011-05-27,1013.1,25.2,86.7,
2011-05-28,1012.3,25.7,86,
2011-05-29,1012.6,25,91.3,
2011-05-30,1013.1,25.2,92.5,
2011-05-31,1012.5,25.6,89.8,
2011-06-01,1011.6,25.7,86.9,
2011-06-02,1011.8,25.6,85.3,
2011-06-03,1012,25.6,84.7,
2011-06-04,1013.1,24.4,89.1,
2011-06-05,1012.4,25,88.7,
2011-06-06,1014.1,25.6,82.5,
2011-06-07,1014.7,25.6,82.9,
2011-06-08,1014.6,24.4,86.9,
2011-06-09,1014.6,23.7,91.9,
2011-06-10,1014.5,25.4,88.2,
2011-06-11,1014.3,25.3,91.3,
2011-06-12,1014.4,25,86.3,
2011-06-13,1014.8,23.8,80.9,
2011-06-14,1013.7,23.6,85.7,
2011-06-15,1012.9,24.7,81.4,
2011-06-16,1013,23.7,94.1,
2011-06-17,1013.4,24.5,94.3,
2011-06-18,1012.7,25.3,90.6,
2011-06-19,1012.5,24.9,89,
2011-06-20,1013.1,24.6,86.5,
2011-06-21,1013.3,23.6,98.1,
2011-06-22,1014.3,24.2,93.9,
2011-06-23,1013.4,24.4,96.3,
2011-06-24,1012.8,24.1,87.1,
2011-06-25,1013,23.9,90,
2011-06-26,1013.6,24,92,
2011-06-27,1013,24.3,91.1,
2011-06-28,1012.8,25.5,88.9,
2011-06-29,1013.2,23.7,96,
2011-06-30,1013.1,24.4,88.8,
2011-07-01,1013,24.4,84.5,
2011-07-02,1013,23.5,94.1,
2011-07-03,1012.8,23.6,90.5,
2011-07-04,1012.9,23.8,88.8,
2011-07-05,1013.9,23.4,96,
2011-07-06,1013.8,24.5,90.8,
2011-07-07,1012.8,24.8,90.4,
2011-07-08,1013.2,24,92.5,
2011-07-09,1015.4,24.4,88.1,
2011-07-10,1015.9,24.7,87.1,
2011-07-11,1014.6,24.1,92.9,
2011-07-12,1014.1,22.8,94.7,
2011-07-13,1013.9,23.9,85.6,
2011-07-14,1013.1,23.6,84.5,
2011-07-15,1013.2,22.7,94.5,
2011-07-16,1014.2,23.2,94.6,
2011-07-17,1014.7,22.8,93.3,
2011-07-18,1014.1,23.3,84.4,
2011-07-19,1015.3,23,88.5,
2011-07-20,1015.7,23.5,83.5,
2011-07-21,1015.7,23.7,84.7,
2011-07-22,1015.7,23.6,89.4,
2011-07-23,1016,24.3,82.5,
2011-07-24,1016.6,24.4,86,
2011-07-25,1015.4,25.2,80.5,
2011-07-26,1014.8,24.1,79.6,
2011-07-27,1013.4,23.8,84.3,
2011-07-28,1012.2,23.3,90.8,
2011-07-29,1011.7,23.9,87.5,
2011-07-30,1011.7,23.7,95.3,
2011-07-31,1012.5,24.3,92.6,
2011-08-01,1012.4,24.4,86,
2011-08-02,1012.9,23.3,85.9,
2011-08-03,1014,23.6,85.9,
2011-08-04,1015.2,24.6,87.2,
2011-08-05,1016.4,24.6,87.3,
2011-08-06,1017,25.1,82.9,
2011-08-07,1016.1,23.5,88,
2011-08-08,1015.3,23.5,90.2,
2011-08-09,1014.7,23.4,89,
2011-08-10,1014.1,23.6,84,
2011-08-11,1013.8,23.5,87.6,
2011-08-12,1014.9,23.8,84.9,
2011-08-13,1014.3,null,91.2,
2011-08-14,1013.9,23.6,91.1,
2011-08-15,1014,23.7,83.5,
2011-08-16,1014.9,null,83.8,
2011-08-17,1014,24.3,83.6,
2011-08-18,1013.4,23.9,87.4,
2011-08-19,1013.1,22.6,91,
2011-08-20,1013.2,24.5,83.9,
2011-08-21,1014.2,24.1,90.6,
2011-08-22,1014.6,22.9,98,
2011-08-23,1015.3,24.5,88.4,
2011-08-24,1016.2,24.9,82.8,
2011-08-25,1016.1,23.4,93.3,
2011-08-26,1016.8,24.1,89.6,
2011-08-27,1016.5,23.6,88.7,
2011-08-28,1016.4,23.6,89.8,
2011-08-29,1015.7,24.6,86.7,
2011-08-30,1015.7,24.8,84.3,
2011-08-31,1016.5,24,86.4,
2011-09-01,1016.4,23.8,86.5,
2011-09-02,1015.9,24,88.2,
2011-09-03,1015.8,25.8,78.1,
2011-09-04,1016.1,25.6,77.5
2011-09-05,1015.6,24.5,82.8,
2011-09-06,1015.8,23.8,80.4,
2011-09-07,1015.8,24.4,81.3,
2011-09-08,1015.1,24.8,78.2,
2011-09-09,1014.2,24.5,80.9,
2011-09-10,1014.6,24.6,86.6,
2011-09-11,1016.4,25.7,83.1,
2011-09-12,1016.1,24.8,82,
2011-09-13,1015.7,23.9,85.6,
2011-09-14,1015.2,24.2,91.8,
2011-09-15,1015.7,25.4,88.8,
2011-09-16,1015.7,25.7,82.9,
2011-09-17,1015.3,24.9,82.2,
2011-09-18,1015.4,23.8,84,
2011-09-19,1015.3,23.2,87.2,
2011-09-20,1015.4,23.6,85.4,
2011-09-21,1015.3,23.7,85.6,
2011-09-22,1015.1,23.6,90.6,
2011-09-23,1014.6,25.2,89.2,
2011-09-24,1013.8,25.6,86.2,
2011-09-25,1014.4,24.7,87.1,
2011-09-26,1015.7,24.9,92.1,
2011-09-27,1015.4,24.9,92.1,
2011-09-28,1014.9,25.2,84.7,
2011-09-29,1014.8,25.4,85.2,
2011-09-30,1014.2,25,86.1,
2011-10-01,1013.5,25.2,81.9,
2011-10-02,1012.8,25.6,81.3,
2011-10-03,1012.9,25.5,87,
2011-10-04,1013.8,25.7,87.7,
2011-10-05,1014.4,26.5,83.7,
2011-10-06,1013.9,26.3,80.3,
2011-10-07,1013.8,26.2,75.1,
2011-10-08,1012.8,24.8,82.1,
2011-10-09,1011.9,null,88.9,
2011-10-10,null,null,87.5,
2011-10-11,1011.4,null,86,
2011-10-12,null,null,87.4,
2011-10-13,1010.8,null,85.4,
2011-10-14,1009.9,25,91.7,
2011-10-15,1009.6,25.6,92.3,
2011-10-16,1009.6,26.4,91.3,
2011-10-17,1008.8,25.9,89.8,
2011-10-18,1008.2,27,87.9,
2011-10-19,1010.3,25.7,97.5,
2011-10-20,1010.5,26.3,93.4,
2011-10-21,1011.7,25.2,93.1,
2011-10-22,1012.7,24.7,92.2,
2011-10-23,1014.1,25.7,93.1,
2011-10-24,1013.4,26.7,91.3,
2011-10-25,1012,26.3,91.5,
2011-10-26,1011.8,26.8,93.3,
2011-10-27,1011.9,26.5,96,
2011-10-28,1010.9,null,99.1,
2011-10-29,null,null,null,
2011-10-30,1009.6,null,null,
2011-10-31,1009.8,null,null,
2011-11-01,1010.9,null,null,
2011-11-02,1012.7,26.2,null,
2011-11-03,1013.1,26.6,null,
2011-11-04,1013.2,26.4,null,
2011-11-05,1012.7,25,null,
2011-11-06,1011.9,25.4,null,
2011-11-07,1011.1,25.3,null,
2011-11-08,1010.5,26.3,null,
2011-11-09,1011.6,26.1,null,
2011-11-10,1011.6,26.9,null,
2011-11-11,1011.6,25.5,null,
2011-11-12,1011.9,26.1,null,
2011-11-13,1011.4,25.9,null,
2011-11-14,1011.5,26,null,
2011-11-15,1010.9,25.9,null,
2011-11-16,1010.7,25.9,null,
2011-11-17,1010.1,26.4,null,
2011-11-18,1010.5,27,null,
2011-11-19,1011.3,26.3,null,
2011-11-20,1011.3,26.8,null,
2011-11-21,1012.3,27,null,
2011-11-22,1012.9,27.4,92.8,
2011-11-23,1012.8,27.2,94,
2011-11-24,1012.6,26.9,93.5,
2011-11-25,1011.5,26.3,85.5,
2011-11-26,1011.3,25.1,null,
2011-11-27,1010.7,26.4,null,
2011-11-28,1010.6,25.3,null,
2011-11-29,1010.2,26.8,null,
2011-11-30,1010.1,26.8,null,
2011-12-01,1011.4,27.1,null,
2011-12-02,1011.2,27.6,87.1,
2011-12-03,1010.7,26.6,null,
2011-12-04,1010.7,27,93.3,
2011-12-05,1011,24.7,null,
2011-12-06,1010.5,25.4,null,
2011-12-07,1010.2,25.6,null,
2011-12-08,1011,26.9,null,
2011-12-09,1010.9,26.2,null,
2011-12-10,1010.2,27.2,null,
2011-12-11,1009.2,26.4,null,
2011-12-12,1010.1,26.8,null,
2011-12-13,1010.8,27.8,92.6,
2011-12-14,1010.3,27.5,74.3,
2011-12-15,1011.2,27.3,72,
2011-12-16,1011.8,27.3,72.1,
2011-12-17,1012,27.2,68.3,
2011-12-18,1012,25.6,79.4,
2011-12-19,1011.9,27.3,76.9,
2011-12-20,1012.5,27.3,77.9,
2011-12-21,1011,27,79.3,
2011-12-22,1011,27.8,78.4,
2011-12-23,1011.8,27.8,71.7,
2011-12-24,1012.4,26.9,79.5,
2011-12-25,1012.3,27.2,92.2,
2011-12-26,1012.8,26.6,82.6,
2011-12-27,1013.6,25.5,null,
2011-12-28,1013.7,26.3,null,
2011-12-29,1012.8,27.3,null,
2011-12-30,1012.3,27.9,null,
2011-12-31,1011.8,27.6,89.2,
2012-01-01,1012,27.3,78.8,
2012-01-02,1011.6,27.7,73,
2012-01-03,1011.7,27.5,72,
2012-01-04,1012.3,27.6,70.5,
2012-01-05,1012.2,26.8,90,
2012-01-06,1012.4,27.1,82.2,
2012-01-07,1012.5,26.9,80.2,
2012-01-08,1012.2,26.5,90.1,
2012-01-09,1012.1,26.8,null,
2012-01-10,1012.1,27.1,null,
2012-01-11,1011.8,26.9,90.1,
2012-01-12,1012.8,26.6,null,
2012-01-13,1012.7,27.1,null,
2012-01-14,1012.7,26,null,
2012-01-15,1012.3,26.8,null,
2012-01-16,1012.4,25.8,null,
2012-01-17,1011.7,25.7,null,
2012-01-18,1011,26.4,null,
2012-01-19,1010.6,25.7,null,
2012-01-20,1011.6,24.8,null,
2012-01-21,1011.2,24.3,null,
2012-01-22,1010.2,23.5,null,
2012-01-23,1010.4,23.8,null,
2012-01-24,1010.6,25.2,null,
2012-01-25,1011.3,25.8,null,
2012-01-26,1010.9,26.1,null,
2012-01-27,1011,25.4,null,
2012-01-28,1011.5,26,null,
2012-01-29,1010.7,25.6,null,
2012-01-30,1010.6,25.6,null,
2012-01-31,1010.8,26.1,null,
2012-02-01,1011.7,27.1,null,
2012-02-02,1011.9,26.8,null,
2012-02-03,1011.8,27.1,null,
2012-02-04,1011.8,27,null,
2012-02-05,1012,26.1,null,
2012-02-06,1011.9,26.7,null,
2012-02-07,1010.9,26.2,null,
2012-02-08,1009.8,25.9,null,
2012-02-09,1010.3,26.4,null,
2012-02-10,1010.9,27.4,null,
2012-02-11,1011.6,27,null,
2012-02-12,1010.9,26.3,null,
2012-02-13,1011.1,26.7,null,
2012-02-14,1011.3,27.2,null,
2012-02-15,1010.8,26.6,null,
2012-02-16,1010.1,26.6,null,
2012-02-17,1010.9,24.1,91.2,
2012-02-18,1011.2,24.7,91.5,
2012-02-19,1011.9,26.7,78.2,
2012-02-20,1011.4,26.5,78.3,
2012-02-21,1011.8,25.7,82,
2012-02-22,1010.8,26.6,77,
2012-02-23,1010,25.8,77.4,
2012-02-24,1009.2,25.8,78.3,
2012-02-25,1009.5,25.8,75.6,
2012-02-26,1010.6,25.6,81.6,
2012-02-27,1011.4,26.7,76.7,
2012-02-28,1011.9,26.8,71.7,
2012-02-29,1012.3,26.4,72.1,
2012-03-01,null,null,67,
2012-03-02,null,null,64.8,
2012-03-03,1011.8,25.4,76.2,
2012-03-04,1011.6,25.7,80.1,
2012-03-05,1011.4,25.9,81.8,
2012-03-06,1011.1,26.4,79.7,
2012-03-07,1010.9,26.3,80.7,
2012-03-08,1011.7,27.1,75.9,
2012-03-09,1011.7,null,67.1,
2012-03-10,null,null,null,
2012-03-11,null,null,null,
2012-03-12,null,null,73.3,
2012-03-13,1011.6,26.7,72,
2012-03-14,1012.2,26.1,76.7,
2012-03-15,1012.6,27.1,77.4,
2012-03-16,1012.8,27.7,70.5,
2012-03-17,1011.6,26.9,72.8,
2012-03-18,1010,26.9,77.9,
2012-03-19,1010.3,27.3,74.5
2012-03-20,1010.5,26.8,70.2,
2012-03-21,1010.5,26.8,70.1,
2012-03-22,1010.4,27.1,73.7,
2012-03-23,1010.5,26.9,70.7,
2012-03-24,1011.4,26.5,81.2,
2012-03-25,1011.7,26.9,79.8,
2012-03-26,1011.4,26.7,74.9,
2012-03-27,1010.9,26.5,74.3,
2012-03-28,1011.7,26.6,75.6,
2012-03-29,1013.2,26.6,80.9,
2012-03-30,1013.9,27.5,72.9,
2012-03-31,1013.5,26.8,76.4,
2012-04-01,1012.4,26.6,74.8,
2012-04-02,1011.8,26.1,80.5,
2012-04-03,1011.6,26.3,80.6,
2012-04-04,1011.4,26.1,83.8,
2012-04-05,1011,25.7,82.6,
2012-04-06,1010.9,26.5,79.5,
2012-04-07,1010.5,27.1,77.3,
2012-04-08,1010.5,26.9,73.5,
2012-04-09,1010.1,25.9,80.2,
2012-04-10,1011.6,25.9,80.6,
2012-04-11,1013,25.4,76.5,
2012-04-12,1012.3,25.4,78.7,
2012-04-13,1011.8,25.7,78.4,
2012-04-14,1011.4,26.1,76.9,
2012-04-15,1011.4,25.9,79.3,
2012-04-16,1011.4,26.3,77.6,
2012-04-17,1011.9,26.3,80.3,
2012-04-18,1012.4,26.5,74.8,
2012-04-19,1010.8,26,76.5,
2012-04-20,1010.7,25.7,82,
2012-04-21,1011.8,26.2,76.7,
2012-04-22,1012.6,26,81.1,
2012-04-23,1012.1,27.3,71.8,
2012-04-24,1011.8,26.1,79.5,
2012-04-25,1011.8,26.3,78.3,
2012-04-26,1011.6,27.2,70.7,
2012-04-27,1011.3,25.2,71.3,
2012-04-28,1010.8,24.3,77.5
2012-04-29,1011.2,26.5,72.8,
2012-04-30,1011.9,25.5,75.5,
2012-05-01,1012.4,27.2,70.1,
2012-05-02,1012.7,26.9,73.4,
2012-05-03,1013.6,26.8,74.1,
2012-05-04,1013.6,25.6,76.8,
2012-05-05,1012.7,25.2,81,
2012-05-06,1012.9,23.9,85.6,
2012-05-07,1013.8,24.8,82.9,
2012-05-08,1014.1,25.3,73.6,
2012-05-09,1012.4,25,77,
2012-05-10,1012.3,26.2,70.3,
2012-05-11,1012.5,25.2,77.8,
2012-05-12,1012.1,25.1,80.4,
2012-05-13,1011.3,25.8,79.5,
2012-05-14,1011.8,26.5,76.3,
2012-05-15,1012.3,27.3,68.8,
2012-05-16,1012.5,26,75.6,
2012-05-17,1012.2,26.1,75.8,
2012-05-18,1011.7,25.9,78.4,
2012-05-19,1012.3,25.7,79,
2012-05-20,1013.9,25.8,79.5,
2012-05-21,1014.3,25,83.5,
2012-05-22,1013.1,24.9,85.5,
2012-05-23,1013.9,25.9,77.8,
2012-05-24,1014.1,23.8,92.4,
2012-05-25,1013.8,24.7,88.1,
2012-05-26,1013.5,25.1,84.8,
2012-05-27,1014.2,25.3,82.9,
2012-05-28,1014.6,25.4,84,
2012-05-29,1013.8,26,84.9,
2012-05-30,1013.4,25.5,84.9,
2012-05-31,1014.6,25.6,79.6,
2012-06-01,1015,26.5,76.7,
2012-06-02,1014.9,25.4,78.5,
2012-06-03,1014.3,24.3,87.3,
2012-06-04,1014.4,26,78.1,
2012-06-05,1015,24.9,81.8,
2012-06-06,1015.1,24.4,84,
2012-06-07,1014.4,25.3,80.4,
2012-06-08,1013.6,24.8,82.8,
2012-06-09,1013.2,26.2,75.9,
2012-06-10,1013.5,24.8,81.3,
2012-06-11,1014.1,23.6,88.6,
2012-06-12,1013.7,24.6,82.5,
2012-06-13,1013.7,24.1,90.1,
2012-06-14,1013.8,23.9,83.5,
2012-06-15,1014,23.8,85,
2012-06-16,1014.5,23.9,82.8,
2012-06-17,1014.7,23.7,86,
2012-06-18,1014.1,23.8,91.5,
2012-06-19,1014.6,23.9,89.4,
2012-06-20,1014.1,24.4,87.1,
2012-06-21,1013.2,24.7,88.9,
2012-06-22,1013.8,25,83.4,
2012-06-23,1016.1,25.1,82.7,
2012-06-24,1015.9,24,84.3,
2012-06-25,1014.6,24,86.8,
2012-06-26,1015.5,24,80.6,
2012-06-27,1016.5,22.7,89.1,
2012-06-28,1015.6,24.1,87.3,
2012-06-29,1015.1,23.7,81.1,
2012-06-30,1014.4,23.8,81.7,
2012-07-01,1014.4,22.5,91.4,
2012-07-02,1014.5,23.3,88.2,
2012-07-03,1014.6,23.8,81.2,
2012-07-04,1013.7,24.9,73,
2012-07-05,1013,24.2,77.5
2012-07-06,1013,24.1,80,
2012-07-07,1014,25.1,77.8,
2012-07-08,1014.2,24.5,83,
2012-07-09,1013.9,25.1,79.9,
2012-07-10,1013.3,23.7,89.9,
2012-07-11,1012.4,24,85.1,
2012-07-12,1012.3,23.9,87.6,
2012-07-13,1014.6,23.8,91.4,
2012-07-14,1014.8,24.4,84,
2012-07-15,1015,23.9,83.8,
2012-07-16,1014.5,23.7,82.2,
2012-07-17,1015.1,23.9,86.8,
2012-07-18,1016.1,24.5,81.2,
2012-07-19,1016.1,24.6,78.5,
2012-07-20,1015.8,23.8,82,
2012-07-21,1016,24.1,85,
2012-07-22,1017.1,24.2,75.6,
2012-07-23,1017.2,24.1,76.2,
2012-07-24,1016.3,23.8,82,
2012-07-25,1015.6,24.6,77.8,
2012-07-26,1016.3,23.9,82.3,
2012-07-27,1016.4,24.1,84.3,
2012-07-28,1016,24.5,73.1,
2012-07-29,1014.9,24.2,74,
2012-07-30,1015.4,24.1,77.4,
2012-07-31,1016.1,24.2,76.9,
2012-08-01,1015.8,24.4,76.4,
2012-08-02,1015.6,22.5,87.2,
2012-08-03,1015.3,21.8,90.1,
2012-08-04,1016,22.7,83.2,
2012-08-05,1015.4,23,81.7,
2012-08-06,1014.8,23.7,81.9,
2012-08-07,1015.9,24.4,82.4,
2012-08-08,1016.6,23.7,82.4,
2012-08-09,1015.6,24.1,78.5,
2012-08-10,1015.7,22.7,86.5,
2012-08-11,1016.2,23.2,80.8,
2012-08-12,1016.8,23,84,
2012-08-13,1016.9,24.1,80.3,
2012-08-14,1016.1,23.5,83.4,
2012-08-15,1016.3,24.8,74,
2012-08-16,1016.7,24.9,76.7,
2012-08-17,1016.3,22.6,89,
2012-08-18,1016.3,22.9,83.1,
2012-08-19,1016.7,23.1,83.8,
2012-08-20,1017.1,23.5,84.4,
2012-08-21,1017.7,23.3,84.3,
2012-08-22,1017.4,23.9,78.9,
2012-08-23,1016.8,24,76.5,
2012-08-24,1016,23.2,77.4,
2012-08-25,1016.1,22.7,82.7,
2012-08-26,1017.1,23.4,84.4,
2012-08-27,1017.6,23.7,86.2,
2012-08-28,1017.3,24.2,80.2,
2012-08-29,1016.5,null,82.1,
2012-08-30,1016.2,23.8,78.9,
2012-08-31,1016.2,23.4,80.5,
2012-09-01,1016.5,23.5,78.2,
2012-09-02,1017.1,24.4,77.1,
2012-09-03,1018.2,24.4,74.4,
2012-09-04,1018.1,24.4,77.9,
2012-09-05,1018.3,23.7,76,
2012-09-06,1017.1,24.5,69,
2012-09-07,1017.6,23.9,74,
2012-09-08,1017.6,23.4,81.5,
2012-09-09,1016.8,25.8,75,
2012-09-10,1015.5,24.9,75.1,
2012-09-11,1015.2,24.7,77.8,
2012-09-12,1015.2,25.1,76.7,
2012-09-13,1015.3,24.1,78.3,
2012-09-14,1015.3,24.2,74,
2012-09-15,1016.3,24.3,75.7,
2012-09-16,1015.8,24.6,78.8,
2012-09-17,1016.1,25.3,75.5,
2012-09-18,1015.8,25.6,71.4,
2012-09-19,1015.1,25.2,72.8,
2012-09-20,1013.6,24.2,77.9,
2012-09-21,1013.6,24.8,76.8,
2012-09-22,1013.9,26.2,70.7,
2012-09-23,1014.8,26.1,71.3,
2012-09-24,1015.1,25.9,64.7,
2012-09-25,1014.7,24.5,74.3,
2012-09-26,1015,25.3,79.6,
2012-09-27,1015.4,26.1,72.9,
2012-09-28,1016.6,25.4,72.5,
2012-09-29,1016.6,25.3,64.3,
2012-09-30,1015.2,23.8,74.4,
2012-10-01,1014,25.1,71.3,
2012-10-02,1014.9,24.9,73.3,
2012-10-03,1016.1,25.7,72.6,
2012-10-04,1015.3,25.3,70.5,
2012-10-05,1013.8,25.4,67,
2012-10-06,1014.3,25.4,71.3,
2012-10-07,1014.9,25.1,75.4,
2012-10-08,1014.7,25,74,
2012-10-09,1013.8,25.3,70.8,
2012-10-10,1013,25.2,74.8,
2012-10-11,1013.6,24.6,84.4,
2012-10-12,1014.2,25.8,75,
2012-10-13,1013.2,25.1,77.3,
2012-10-14,1012.4,24,80.8,
2012-10-15,1012.3,24.8,77.2,
2012-10-16,1013.3,26,73.9,
2012-10-17,1014.3,26.2,72.9,
2012-10-18,1013.5,26,69.8,
2012-10-19,1012.7,26.2,71.8,
2012-10-20,1012.6,25.9,71.4,
2012-10-21,1011.8,25.3,74.2,
2012-10-22,1011.5,25.7,74.7,
2012-10-23,1011.9,25.9,73.3,
2012-10-24,1012.3,25.2,77,
2012-10-25,1012.2,25.7,71.9,
2012-10-26,1012.7,26.4,68.8,
2012-10-27,1013.3,25.6,72.9,
2012-10-28,1013.1,25.5,71.8,
2012-10-29,1013.9,26.9,63.4,
2012-10-30,1013.2,26.8,67.4,
2012-10-31,1011,26.4,70.2,
2012-11-01,1009.7,26.9,70.1,
2012-11-02,1011.5,26.6,72.3,
2012-11-03,1012.4,26.2,74.8,
2012-11-04,1011.1,26.5,73,
2012-11-05,1011.1,26.2,73,
2012-11-06,1011,26.5,69.2,
2012-11-07,1012.1,26.6,68.4,
2012-11-08,1011.4,26,70.3,
2012-11-09,1010.4,24.4,79.1,
2012-11-10,1011.2,25.6,71.5,
2012-11-11,1012.2,27,63.8,
2012-11-12,1012.4,26.7,69.4,
2012-11-13,1011.4,26.3,70.5,
2012-11-14,1010.6,26.6,69,
2012-11-15,1011,25.9,72.8,
2012-11-16,1011.3,25.9,72.5,
2012-11-17,1012.4,27.6,65.9,
2012-11-18,1013,27.1,69.6,
2012-11-19,1012.9,26.9,73.5,
2012-11-20,1011.8,26.9,73,
2012-11-21,1011.6,27.1,67.3,
2012-11-22,1011.5,26.7,70.5,
2012-11-23,1011,27.2,71.8,
2012-11-24,1011.2,27.1,67.8,
